#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-2.0,2,8112.732319
-2.0,2,8115.414956
-38.0,1,8115.415017
-50.0,1,8116.544606
-50.0,1,8116.544664
-50.0,1,8117.670275
-50.0,1,8117.670336
-50.0,1,8118.75153
-50.0,1,8118.751592
-50.0,1,8119.855477
-50.0,1,8119.855535
-50.0,1,8121.830632
-50.0,1,8121.830739
-32.0,1,8123.717526
-50.0,1,8123.717593
-50.0,1,8124.784768
-50.0,1,8124.784826
-50.0,1,8125.849549
-50.0,1,8125.849608
-50.0,1,8126.955726
-50.0,1,8126.955783
-50.0,1,8128.11659
-50.0,1,8128.116663
-50.0,1,8129.247169
-50.0,1,8129.247239
-50.0,1,8131.373017
-50.0,1,8131.373075
-50.0,1,8132.468623
-50.0,1,8132.468684
-50.0,1,8134.249544
-38.0,2,8135.416864
-50.0,1,8135.416932
-50.0,1,8137.308214
-50.0,1,8138.467489
-38.0,2,8138.467569
-50.0,1,8140.201268
-50.0,1,8141.212206
-35.0,2,8141.212263
-50.0,1,8143.019636
-38.0,2,8145.43472
-50.0,1,8146.677951
-47.0,2,8146.678002
-50.0,1,8148.57514
-29.0,1,8148.575207
-50.0,1,8149.662704
-50.0,1,8149.662764
-50.0,1,8150.781419
-50.0,1,8150.781485
-29.0,1,8152.454922
-50.0,1,8152.454981
-50.0,1,8153.56465
-50.0,1,8153.564707
-50.0,1,8155.288327
-32.0,1,8155.288385
-50.0,1,8156.420356
-50.0,1,8156.420415
-50.0,1,8157.563256
-50.0,1,8157.563314
-50.0,1,8158.732448
-50.0,1,8158.732507
-50.0,1,8159.855556
-50.0,1,8159.855614
-50.0,1,8161.544228
-32.0,1,8161.544288
-50.0,1,8162.687398
-50.0,1,8162.687457
-32.0,1,8164.442241
-50.0,1,8164.442302
-50.0,1,8166.129113
-32.0,1,8166.129178
-32.0,1,8167.920766
-50.0,1,8167.920826
-50.0,1,8169.043506
-50.0,1,8169.043567
-32.0,1,8172.522439
-50.0,1,8172.522521
-50.0,1,8173.856955
-50.0,1,8173.857015
-50.0,1,8175.859065
-32.0,1,8175.859122
-32.0,1,8177.627499
-50.0,1,8177.627556
-50.0,1,8178.846725
-50.0,1,8178.846784
-50.0,1,8181.688179
-50.0,1,8183.012015
-44.0,2,8183.012082
-50.0,1,8184.830415
-50.0,1,8184.830532
-50.0,1,8186.709981
-50.0,1,8186.710098
-50.0,1,8188.522429
-50.0,1,8188.522493
-29.0,1,8190.893805
-50.0,1,8190.8939
-50.0,1,8192.741505
-50.0,1,8192.74162
-50.0,1,8194.376693
-50.0,1,8194.376745
-50.0,1,8195.741527
-50.0,1,8195.741582
-50.0,1,8197.415933
-50.0,1,8197.416008
-50.0,1,8199.408732
-32.0,1,8199.408788
-50.0,1,8200.739807
-50.0,1,8200.739911
-32.0,1,8204.502114
-50.0,1,8206.650173
-8.0,2,8206.650228
-50.0,1,8208.220081
-50.0,1,8208.220131
-50.0,1,8209.518181
-50.0,1,8209.518297
-50.0,1,8211.019469
-50.0,1,8211.019527
-50.0,1,8212.516581
-50.0,1,8212.516658
-50.0,1,8214.202015
-50.0,1,8214.202089
-50.0,1,8215.842982
-50.0,1,8215.843065
-50.0,1,8217.285252
-50.0,1,8217.285324
-50.0,1,8218.827397
-50.0,1,8218.827459
-50.0,1,8220.228249
-50.0,1,8220.228363
-50.0,1,8222.703429
-32.0,1,8222.703492
-50.0,1,8224.848531
-50.0,1,8224.84864
-50.0,1,8227.449397
-35.0,1,8227.449521
-50.0,1,8229.427164
-50.0,1,8229.427223
-50.0,1,8231.285164
-50.0,1,8231.285219
-50.0,1,8236.6424
-47.0,2,8239.403269
-50.0,1,8239.403378
-35.0,1,8242.39731
-50.0,1,8242.39737
-50.0,1,8243.653537
-50.0,1,8243.653587
-50.0,1,8245.591402
-32.0,1,8245.591459
-50.0,1,8246.802816
-50.0,1,8246.802876
-50.0,1,8248.010782
-50.0,1,8248.010836
-50.0,1,8249.252558
-50.0,1,8249.252611
-50.0,1,8250.454179
-50.0,1,8250.454228
-50.0,1,8252.269746
-32.0,1,8252.269804
-50.0,1,8253.559828
-50.0,1,8253.55989
-50.0,1,8255.42516
-32.0,1,8255.425215
-50.0,1,8256.603028
-50.0,1,8256.603091
-50.0,1,8257.775237
-50.0,1,8257.775295
-32.0,1,8259.638511
-50.0,1,8259.638562
-50.0,1,8260.902828
-50.0,1,8260.902887
-50.0,1,8262.149712
-50.0,1,8262.149776
-50.0,1,8263.344517
-50.0,1,8263.344568
-50.0,1,8264.53147
-50.0,1,8264.531526
-50.0,1,8265.719224
-50.0,1,8265.719279
-50.0,1,8266.897296
-50.0,1,8266.897355
-50.0,1,8268.625491
-32.0,1,8268.625549
-50.0,1,8269.778148
-50.0,1,8269.778207
-50.0,1,8270.997656
-50.0,1,8270.997715
-50.0,1,8272.194053
-50.0,1,8272.194106
-50.0,1,8273.377439
-50.0,1,8273.377492
-50.0,1,8274.585303
-50.0,1,8274.585357
-50.0,1,8275.791429
-50.0,1,8275.791482
-50.0,1,8277.656879
-32.0,1,8277.656938
-50.0,1,8278.850644
-50.0,1,8278.850698
-50.0,1,8280.044161
-50.0,1,8280.044215
-50.0,1,8281.257139
-50.0,1,8281.257191
-32.0,1,8283.358681
-50.0,1,8283.358736
-50.0,1,8284.561203
-50.0,1,8284.561259
-50.0,1,8285.639943
-50.0,1,8285.639997
-50.0,1,8286.722745
-50.0,1,8286.722803
-50.0,1,8288.355465
-32.0,1,8288.355534
-50.0,1,8289.441859
-50.0,1,8289.441925
-50.0,1,8290.523836
-50.0,1,8290.523893
-50.0,1,8292.200053
-50.0,1,8293.301272
-38.0,2,8293.301324
-32.0,1,8295.72717
-32.0,1,8295.727228
-50.0,1,8296.816547
-50.0,1,8296.816601
-50.0,1,8297.913779
-50.0,1,8297.913829
-50.0,1,8299.004123
-50.0,1,8299.004178
-50.0,1,8300.113781
-50.0,1,8300.113837
-50.0,1,8301.270794
-50.0,1,8301.270858
-50.0,1,8302.403803
-50.0,1,8302.403861
-50.0,1,8304.116206
-50.0,1,8305.233549
-35.0,2,8305.233606
-50.0,1,8307.241563
-50.0,1,8308.366067
-44.0,2,8308.366129
-50.0,1,8309.538917
-50.0,1,8309.538972
-50.0,1,8310.715161
-50.0,1,8310.715221
-32.0,1,8312.446039
-50.0,1,8312.446111
-50.0,1,8314.245878
-32.0,1,8314.245935
-50.0,1,8315.419475
-50.0,1,8315.419539
-50.0,1,8316.58724
-50.0,1,8316.5873
-50.0,1,8317.751926
-50.0,1,8317.751981
-50.0,1,8318.916545
-50.0,1,8318.916602
-50.0,1,8320.106047
-50.0,1,8320.106103
-50.0,1,8321.307647
-50.0,1,8321.307706
-50.0,1,8323.139901
-32.0,1,8323.139962
-50.0,1,8324.383697
-50.0,1,8324.383758
-50.0,1,8325.59132
-50.0,1,8325.591379
-50.0,1,8327.37382
-32.0,1,8327.373877
-50.0,1,8328.559084
-50.0,1,8328.55914
-50.0,1,8330.452803
-50.0,1,8331.645849
-38.0,2,8331.645909
-32.0,1,8333.932823
-50.0,1,8335.054916
-35.0,2,8335.054972
-50.0,1,8337.013952
-50.0,1,8338.187181
-44.0,2,8338.18727
-50.0,1,8340.083331
-50.0,1,8340.083394
-50.0,1,8341.33811
-50.0,1,8341.338166
-50.0,1,8342.827956
-50.0,1,8342.828019
-50.0,1,8344.323155
-50.0,1,8344.323211
-50.0,1,8345.52974
-50.0,1,8345.5298
-50.0,1,8346.789808
-50.0,1,8346.789871
-50.0,1,8348.105919
-50.0,1,8348.106003
-50.0,1,8349.474233
-50.0,1,8349.47429
-50.0,1,8350.863014
-50.0,1,8350.863081
-50.0,1,8352.156813
-50.0,1,8352.156877
-50.0,1,8354.074863
-32.0,1,8354.074919
-29.0,1,8355.913586
-50.0,1,8355.913648
-50.0,1,8357.067024
-50.0,1,8357.067083
-50.0,1,8358.233365
-50.0,1,8358.233425
-50.0,1,8359.407073
-50.0,1,8359.407139
-50.0,1,8361.889764
-50.0,1,8361.889819
-50.0,1,8363.020174
-50.0,1,8363.020238
-50.0,1,8364.120527
-50.0,1,8364.120588
-50.0,1,8366.042116
-32.0,1,8366.042173
-50.0,1,8367.172163
-50.0,1,8367.172222
-50.0,1,8368.905202
-50.0,1,8368.905256
-50.0,1,8370.547874
-50.0,1,8370.547961
-50.0,1,8372.349646
-50.0,1,8372.349705
-50.0,1,8373.513847
-50.0,1,8373.513908
-50.0,1,8374.641998
-50.0,1,8374.642056
-50.0,1,8375.783662
-50.0,1,8375.783728
-50.0,1,8376.931
-50.0,1,8376.931052
-50.0,1,8378.06581
-50.0,1,8378.06587
-50.0,1,8379.198029
-50.0,1,8379.198088
-50.0,1,8380.318712
-50.0,1,8380.318774
-50.0,1,8381.4628
-50.0,1,8381.462858
-50.0,1,8383.182852
-50.0,1,8384.201328
-35.0,2,8384.201387
-50.0,1,8385.896954
-50.0,1,8387.055595
-4.0,2,8387.055651
-50.0,1,8388.192384
-50.0,1,8388.192445
-50.0,1,8389.330818
-50.0,1,8389.330872
-50.0,1,8390.464547
-50.0,1,8390.464607
-50.0,1,8391.633142
-50.0,1,8391.633258
-50.0,1,8392.77179
-50.0,1,8392.771848
-50.0,1,8394.557159
-38.0,2,8395.68481
-50.0,1,8395.684869
-50.0,1,8396.820044
-50.0,1,8396.820103
-50.0,1,8397.947392
-50.0,1,8397.947452
-50.0,1,8399.0734
-50.0,1,8399.073458
-50.0,1,8400.202516
-50.0,1,8400.202579
-50.0,1,8401.328866
-50.0,1,8401.328923
-50.0,1,8402.455065
-50.0,1,8402.455123
-50.0,1,8403.593084
-50.0,1,8403.593143
-50.0,1,8404.709198
-50.0,1,8404.709267
-50.0,1,8406.403543
-50.0,1,8406.4036
-50.0,1,8407.473185
-50.0,1,8407.473252
-50.0,1,8408.564145
-50.0,1,8408.564226
-50.0,1,8409.642538
-50.0,1,8409.642596
-50.0,1,8410.741135
-50.0,1,8410.741199
-50.0,1,8412.032386
-50.0,1,8412.032446
-50.0,1,8413.187567
-50.0,1,8413.187676
-50.0,1,8415.398973
-50.0,1,8415.399063
-50.0,1,8417.626655
-50.0,1,8417.626764
-50.0,1,8419.349962
-50.0,1,8419.350024
-50.0,1,8420.437525
-50.0,1,8420.437584
-50.0,1,8421.668487
-50.0,1,8421.668549
-50.0,1,8423.420633
-38.0,2,8424.561076
-50.0,1,8424.561134
-50.0,1,8426.53619
-35.0,2,8427.532995
-50.0,1,8427.53305
-50.0,1,8428.639179
-50.0,1,8428.639237
-50.0,1,8429.831353
-50.0,1,8429.831422
-50.0,1,8431.573626
-50.0,1,8431.57371
-50.0,1,8433.906961
-50.0,1,8433.907073
-50.0,1,8435.564889
-50.0,1,8435.564953
-50.0,1,8438.097616
-2.0,2,8440.314897
-50.0,1,8440.314956
-50.0,1,8442.016337
-50.0,1,8442.016453
-32.0,1,8444.540554
-50.0,1,8444.54061
-50.0,1,8446.655316
-32.0,1,8446.655435
-32.0,1,8449.425277
-50.0,1,8449.425328
-50.0,1,8451.229021
-50.0,1,8451.229094
-50.0,1,8452.81453
-50.0,1,8452.814594
-50.0,1,8454.801055
-50.0,1,8454.801111
-50.0,1,8456.899464
-50.0,1,8456.899518
-50.0,1,8458.907424
-50.0,1,8458.907538
-50.0,1,8460.925408
-50.0,1,8460.925463
-50.0,1,8463.05812
-50.0,1,8463.058175
-50.0,1,8465.087367
-50.0,1,8465.087428
-50.0,1,8466.831148
-50.0,1,8466.831213
-29.0,1,8469.583181
-32.0,1,8469.583235
-50.0,1,8471.194576
-50.0,1,8471.194634
-50.0,1,8472.780732
-50.0,1,8472.780788
-50.0,1,8473.95507
-50.0,1,8473.955129
-50.0,1,8475.211405
-50.0,1,8475.211456
-50.0,1,8477.446638
-50.0,1,8478.848598
-41.0,2,8478.848656
-50.0,1,8479.984328
-50.0,1,8479.984382
-32.0,1,8482.007378
-50.0,1,8482.007438
-50.0,1,8483.503542
-50.0,1,8483.503596
-50.0,1,8485.400116
-32.0,1,8487.182893
-35.0,2,8487.182948
-50.0,1,8489.01453
-32.0,1,8489.01458
-50.0,1,8490.17296
-50.0,1,8490.173018
-50.0,1,8491.996449
-50.0,1,8493.646618
-2.0,2,8493.646671
-50.0,1,8495.549601
-32.0,1,8495.549648
-50.0,1,8496.721303
-50.0,1,8496.72135
-50.0,1,8498.549275
-32.0,1,8498.549323
-50.0,1,8500.385121
-50.0,1,8500.385213
-50.0,1,8502.324419
-50.0,1,8502.324495
-50.0,1,8503.814365
-50.0,1,8503.814415
-50.0,1,8506.972138
-50.0,1,8508.333412
-47.0,2,8508.333462
-50.0,1,8509.905801
-29.0,1,8509.905853
-50.0,1,8511.50208
-50.0,1,8511.502129
-50.0,1,8513.772789
-50.0,1,8514.902772
-44.0,2,8514.90282
-50.0,1,8516.075928
-50.0,1,8516.075982
-50.0,1,8517.765992
-32.0,1,8517.766046
-50.0,1,8518.920164
-50.0,1,8518.920217
-50.0,1,8520.041589
-50.0,1,8520.041642
-32.0,1,8521.75939
-50.0,1,8521.759444
-50.0,1,8522.918872
-50.0,1,8522.918924
-50.0,1,8524.05901
-50.0,1,8524.059065
-50.0,1,8525.202024
-50.0,1,8525.202073
-50.0,1,8527.06389
-2.0,2,8528.736475
-50.0,1,8528.736537
-32.0,1,8530.532207
-50.0,1,8530.532264
-50.0,1,8531.726726
-50.0,1,8531.726822
-50.0,1,8534.291268
-32.0,1,8536.060456
-47.0,2,8536.060524
-50.0,1,8537.233795
-50.0,1,8537.233856
-50.0,1,8538.50186
-50.0,1,8538.501915
-50.0,1,8539.732911
-50.0,1,8539.732974
-50.0,1,8541.477758
-32.0,1,8541.477826
-50.0,1,8542.614693
-50.0,1,8542.614749
-32.0,1,8544.361196
-50.0,1,8544.361267
-50.0,1,8545.481618
-50.0,1,8545.48167
-50.0,1,8547.321107
-2.0,2,8548.924765
-50.0,1,8548.924823
-50.0,1,8550.769269
-2.0,2,8552.909668
-50.0,1,8552.909733
-32.0,1,8555.205097
-50.0,1,8555.205185
-50.0,1,8556.876782
-50.0,1,8556.876838
-29.0,1,8559.249199
-32.0,1,8559.249254
-50.0,1,8560.457228
-50.0,1,8560.457284
-50.0,1,8561.586057
-50.0,1,8561.586122
-50.0,1,8562.699426
-50.0,1,8562.69948
-50.0,1,8563.792902
-50.0,1,8563.792957
-50.0,1,8565.657283
-50.0,1,8566.769727
-35.0,2,8566.769785
-50.0,1,8568.436657
-32.0,1,8568.436723
-50.0,1,8569.542332
-50.0,1,8569.542398
-50.0,1,8570.649767
-50.0,1,8570.649822
-50.0,1,8571.743773
-50.0,1,8571.743829
-50.0,1,8572.865657
-50.0,1,8572.865709
-50.0,1,8573.960774
-50.0,1,8573.960837
-50.0,1,8575.126059
-50.0,1,8575.126113
-32.0,1,8576.780896
-50.0,1,8576.780956
-50.0,1,8578.507201
-32.0,1,8578.507262
-50.0,1,8579.656208
-50.0,1,8579.656265
-32.0,1,8581.301347
-50.0,1,8581.301409
-50.0,1,8582.469399
-50.0,1,8582.469458
-50.0,1,8583.574906
-50.0,1,8583.574958
-50.0,1,8584.703456
-50.0,1,8584.703513
-50.0,1,8585.859714
-50.0,1,8585.859776
-50.0,1,8586.961935
-50.0,1,8586.96199
-50.0,1,8588.690877
-50.0,1,8589.797388
-35.0,2,8589.797441
-50.0,1,8591.517822
-50.0,1,8592.740184
-38.0,2,8592.740236
-50.0,1,8594.543172
-32.0,1,8594.543238
-50.0,1,8595.827088
-50.0,1,8595.827176
-50.0,1,8597.143792
-50.0,1,8597.143858
-50.0,1,8599.033093
-50.0,1,8599.033162
-50.0,1,8601.062969
-50.0,1,8601.063045
-50.0,1,8602.664118
-50.0,1,8602.664225
-50.0,1,8604.440366
-50.0,1,8604.440424
-50.0,1,8605.592478
-50.0,1,8605.592543
-50.0,1,8606.746428
-50.0,1,8606.746494
-50.0,1,8608.062875
-50.0,1,8608.062988
-50.0,1,8609.82629
-50.0,1,8609.826346
-50.0,1,8611.280349
-50.0,1,8611.28045
-50.0,1,8613.032404
-50.0,1,8613.032503
-50.0,1,8615.067613
-50.0,1,8615.067675
-50.0,1,8616.196267
-50.0,1,8616.196326
-50.0,1,8617.384633
-50.0,1,8617.384701
-50.0,1,8618.792161
-50.0,1,8618.792221
-50.0,1,8620.179669
-50.0,1,8620.179725
-50.0,1,8621.360459
-50.0,1,8621.360518
-50.0,1,8622.532373
-50.0,1,8622.532435
-50.0,1,8623.724103
-50.0,1,8623.724156
-50.0,1,8625.517521
-32.0,1,8625.517583
-50.0,1,8626.723242
-50.0,1,8626.723339
-50.0,1,8627.91347
-50.0,1,8627.913523
-32.0,1,8629.708678
-50.0,1,8629.708733
-50.0,1,8630.815939
-50.0,1,8630.815994
-50.0,1,8631.933144
-50.0,1,8631.9332
-50.0,1,8633.007974
-50.0,1,8633.008032
-50.0,1,8634.151495
-50.0,1,8634.151552
-50.0,1,8635.25795
-50.0,1,8635.258007
-50.0,1,8636.39281
-50.0,1,8636.392867
-50.0,1,8637.517401
-50.0,1,8637.517457
-50.0,1,8638.632099
-50.0,1,8638.632152
-50.0,1,8639.746954
-50.0,1,8639.74701
-32.0,1,8641.519055
-50.0,1,8641.519114
-50.0,1,8642.631267
-50.0,1,8642.631325
-50.0,1,8643.742714
-50.0,1,8643.742774
-50.0,1,8644.878578
-50.0,1,8644.878636
-50.0,1,8646.083522
-50.0,1,8646.083585
-50.0,1,8647.196773
-50.0,1,8647.19683
-50.0,1,8648.418504
-50.0,1,8648.418576
-50.0,1,8649.666642
-50.0,1,8649.666715
-50.0,1,8651.568542
-50.0,1,8653.280889
-2.0,2,8653.280992
-50.0,1,8655.176691
-35.0,1,8655.176788
-50.0,1,8656.640209
-50.0,1,8656.640266
-50.0,1,8657.920075
-50.0,1,8657.920132
-50.0,1,8659.288889
-50.0,1,8659.288944
-50.0,1,8660.568884
-50.0,1,8660.568987
-50.0,1,8661.82657
-50.0,1,8661.826676
-50.0,1,8663.056815
-50.0,1,8663.056873
-50.0,1,8664.33031
-50.0,1,8664.330373
-50.0,1,8665.594887
-50.0,1,8665.594943
-50.0,1,8667.389
-32.0,1,8667.389111
-50.0,1,8668.577323
-50.0,1,8668.577386
-50.0,1,8669.779985
-50.0,1,8669.780043
-50.0,1,8671.077698
-50.0,1,8671.077761
-50.0,1,8672.224778
-50.0,1,8672.224831
-50.0,1,8673.515083
-50.0,1,8673.515138
-32.0,1,8675.459167
-50.0,1,8675.459225
-50.0,1,8676.666085
-50.0,1,8676.666155
-50.0,1,8677.832462
-50.0,1,8677.832525
-50.0,1,8678.98591
-50.0,1,8678.985974
-50.0,1,8680.183216
-50.0,1,8680.183274
-50.0,1,8682.126586
-38.0,2,8683.289033
-50.0,1,8683.289089
-50.0,1,8684.458784
-50.0,1,8684.458851
-50.0,1,8685.662197
-50.0,1,8685.662258
-50.0,1,8687.609179
-32.0,1,8687.609278
-50.0,1,8688.847717
-50.0,1,8688.847776
-50.0,1,8690.060451
-50.0,1,8690.060518
-50.0,1,8691.250473
-50.0,1,8691.250539
-50.0,1,8693.216056
-2.0,2,8694.942573
-50.0,1,8694.942639
-50.0,1,8696.049742
-50.0,1,8696.049799
-50.0,1,8697.95741
-38.0,2,8699.214123
-50.0,1,8699.214181
-32.0,1,8700.976112
-50.0,1,8700.976173
-50.0,1,8702.162151
-50.0,1,8702.162215
-50.0,1,8703.356472
-50.0,1,8703.356529
-50.0,1,8705.061049
-32.0,1,8705.061107
-50.0,1,8706.193006
-50.0,1,8706.193078
-50.0,1,8707.927541
-50.0,1,8709.261573
-38.0,2,8709.261671
-50.0,1,8711.709218
-38.0,1,8711.709304
-50.0,1,8712.96194
-50.0,1,8712.962011
-50.0,1,8714.232797
-50.0,1,8714.232855
-50.0,1,8716.02146
-32.0,1,8716.021517
-50.0,1,8717.211401
-50.0,1,8717.211457
-50.0,1,8718.376082
-50.0,1,8718.376137
-50.0,1,8719.5822
-50.0,1,8719.582255
-50.0,1,8721.33201
-32.0,1,8721.332069
-50.0,1,8722.493925
-50.0,1,8722.493981
-50.0,1,8723.672301
-50.0,1,8723.672358
-50.0,1,8724.837275
-50.0,1,8724.837323
-50.0,1,8726.019349
-50.0,1,8726.019422
-50.0,1,8727.201163
-50.0,1,8727.20122
-50.0,1,8729.00804
-32.0,1,8729.008141
-50.0,1,8730.580259
-50.0,1,8730.580379
-50.0,1,8732.256719
-50.0,1,8732.256779
-50.0,1,8733.654265
-50.0,1,8733.654338
-50.0,1,8735.061469
-50.0,1,8735.061527
-50.0,1,8736.172802
-50.0,1,8736.172859
-50.0,1,8737.439098
-50.0,1,8737.439157
-50.0,1,8739.234684
-50.0,1,8739.234756
-50.0,1,8741.180274
-32.0,1,8741.180334
-50.0,1,8742.310182
-50.0,1,8742.310255
-50.0,1,8743.437299
-50.0,1,8743.437381
-50.0,1,8744.573316
-50.0,1,8744.573373
-50.0,1,8745.665565
-50.0,1,8745.665658
-50.0,1,8746.777962
-50.0,1,8746.778019
-50.0,1,8748.052099
-50.0,1,8748.052156
-50.0,1,8749.314689
-50.0,1,8749.314741
-50.0,1,8751.292971
-35.0,2,8752.396592
-50.0,1,8752.396649
-50.0,1,8753.642199
-50.0,1,8753.64227
-50.0,1,8755.706101
-44.0,2,8757.725306
-50.0,1,8758.91413
-44.0,2,8758.914177
-32.0,1,8761.325002
-32.0,1,8761.325073
-50.0,1,8762.479056
-50.0,1,8762.479112
-50.0,1,8763.717624
-50.0,1,8763.717684
-50.0,1,8764.850828
-50.0,1,8764.850911
-50.0,1,8766.573477
-32.0,1,8766.573534
-50.0,1,8767.727031
-50.0,1,8767.727087
-50.0,1,8768.832999
-50.0,1,8768.833058
-50.0,1,8770.61013
-38.0,2,8771.749171
-50.0,1,8771.749229
-38.0,1,8773.892984
-50.0,1,8773.893042
-50.0,1,8775.044299
-50.0,1,8775.044364
-50.0,1,8776.20178
-50.0,1,8776.201839
-50.0,1,8777.319754
-50.0,1,8777.319812
-50.0,1,8779.603726
-44.0,2,8780.865332
-50.0,1,8780.865391
-50.0,1,8781.983793
-50.0,1,8781.983856
-32.0,1,8784.823349
-50.0,1,8785.961025
-44.0,2,8785.961083
-50.0,1,8788.030675
-38.0,2,8789.855793
-50.0,1,8789.855854
-35.0,1,8792.048351
-50.0,1,8792.048411
-50.0,1,8793.29001
-50.0,1,8793.290067
-50.0,1,8795.01132
-32.0,1,8795.011377
-50.0,1,8796.665417
-50.0,1,8796.665518
-50.0,1,8798.165572
-50.0,1,8798.165664
-50.0,1,8799.776845
-50.0,1,8799.776926
-50.0,1,8801.434434
-50.0,1,8801.43452
-50.0,1,8803.373987
-32.0,1,8803.374051
-50.0,1,8805.67533
-44.0,2,8806.853159
-50.0,1,8806.853221
-50.0,1,8808.018395
-50.0,1,8808.018451
-50.0,1,8809.826903
-32.0,1,8809.826963
-50.0,1,8811.005838
-50.0,1,8811.005903
-50.0,1,8812.166371
-50.0,1,8812.16643
-50.0,1,8813.330191
-50.0,1,8813.330248
-50.0,1,8815.188753
-38.0,2,8816.353117
-50.0,1,8816.353185
-32.0,1,8818.160663
-50.0,1,8818.160722
-50.0,1,8819.331833
-50.0,1,8819.331901
-50.0,1,8820.504295
-50.0,1,8820.504363
-32.0,1,8822.34119
-50.0,1,8822.341241
-50.0,1,8824.213413
-50.0,1,8825.381402
-38.0,2,8825.381463
-50.0,1,8826.550294
-50.0,1,8826.550353
-50.0,1,8827.656147
-50.0,1,8827.656214
-50.0,1,8829.217895
-50.0,1,8829.217954
-32.0,1,8830.831294
-50.0,1,8830.831352
-50.0,1,8832.089914
-50.0,1,8832.089971
-50.0,1,8833.232124
-50.0,1,8833.232187
-50.0,1,8835.585038
-44.0,2,8836.655204
-50.0,1,8836.655263
-50.0,1,8837.980967
-50.0,1,8837.981049
-50.0,1,8840.317339
-32.0,1,8840.317412
-50.0,1,8841.540872
-50.0,1,8841.540938
-50.0,1,8842.829373
-50.0,1,8842.829439
-50.0,1,8844.02384
-50.0,1,8844.023906
-50.0,1,8845.19478
-50.0,1,8845.194839
-32.0,1,8846.974534
-50.0,1,8846.974597
-50.0,1,8848.170836
-50.0,1,8848.170891
-32.0,1,8850.93823
-32.0,1,8850.938286
-50.0,1,8852.202484
-50.0,1,8852.202546
-50.0,1,8853.39261
-50.0,1,8853.392666
-50.0,1,8854.560138
-50.0,1,8854.560194
-50.0,1,8855.73859
-50.0,1,8855.738655
-50.0,1,8856.919096
-50.0,1,8856.919152
-50.0,1,8858.081778
-50.0,1,8858.081834
-50.0,1,8859.25866
-50.0,1,8859.258716
-32.0,1,8861.030534
-50.0,1,8861.030591
-50.0,1,8862.191877
-50.0,1,8862.191936
-50.0,1,8864.042601
-32.0,1,8864.042659
-50.0,1,8866.083223
-44.0,2,8867.157413
-50.0,1,8867.157473
-50.0,1,8868.290484
-50.0,1,8868.290546
-32.0,1,8869.970641
-50.0,1,8869.970697
-50.0,1,8871.094968
-50.0,1,8871.095014
-50.0,1,8872.208624
-50.0,1,8872.208686
-50.0,1,8873.5787
-50.0,1,8873.578785
-50.0,1,8875.470433
-50.0,1,8875.470509
-32.0,1,8877.389015
-50.0,1,8877.38907
-50.0,1,8878.542623
-50.0,1,8878.542679
-50.0,1,8879.686057
-50.0,1,8879.686122
-32.0,1,8881.445069
-50.0,1,8881.445124
-50.0,1,8882.632373
-50.0,1,8882.632429
-32.0,1,8884.343568
-50.0,1,8884.343624
-50.0,1,8885.537462
-50.0,1,8885.537511
-50.0,1,8887.644757
-44.0,2,8888.802989
-50.0,1,8888.803044
-50.0,1,8889.945419
-50.0,1,8889.945475
-50.0,1,8891.108751
-50.0,1,8891.108801
-50.0,1,8892.267892
-50.0,1,8892.267951
-32.0,1,8893.996997
-50.0,1,8893.997054
-50.0,1,8895.164229
-50.0,1,8895.164285
-50.0,1,8896.563798
-50.0,1,8896.563855
-50.0,1,8897.674783
-50.0,1,8897.674843
-50.0,1,8898.890033
-50.0,1,8898.890113
-32.0,1,8900.798015
-50.0,1,8900.798099
-50.0,1,8902.113233
-50.0,1,8902.113302
-50.0,1,8904.011748
-35.0,1,8904.011804
-32.0,1,8905.714093
-50.0,1,8905.714159
-50.0,1,8906.873228
-50.0,1,8906.873286
-50.0,1,8907.994064
-50.0,1,8907.994122
-50.0,1,8909.111686
-50.0,1,8909.111745
-50.0,1,8910.247031
-50.0,1,8910.247085
-50.0,1,8912.134039
-2.0,2,8913.786645
-50.0,1,8913.7867
-50.0,1,8915.078543
-50.0,1,8915.078598
-50.0,1,8916.360433
-50.0,1,8916.360519
-50.0,1,8917.55188
-50.0,1,8917.551939
-50.0,1,8918.782864
-50.0,1,8918.782933
-50.0,1,8919.982692
-50.0,1,8919.982754
-50.0,1,8921.1509
-50.0,1,8921.150964
-44.0,2,8925.285206
-44.0,2,8925.285266
-50.0,1,8926.470477
-50.0,1,8926.470533
-32.0,1,8928.448595
-50.0,1,8928.448663
-50.0,1,8929.674364
-50.0,1,8929.674418
-50.0,1,8930.810525
-50.0,1,8930.810592
-50.0,1,8931.957987
-50.0,1,8931.958048
-50.0,1,8933.194268
-50.0,1,8933.194435
-50.0,1,8934.594095
-50.0,1,8934.594164
-50.0,1,8936.36339
-35.0,1,8936.363449
-50.0,1,8938.143998
-50.0,1,8938.144091
-50.0,1,8940.671947
-29.0,1,8940.67206
-50.0,1,8942.832339
-50.0,1,8942.83243
-50.0,1,8944.903275
-50.0,1,8944.903371
-50.0,1,8947.686375
-50.0,1,8949.538122
-44.0,2,8949.538178
-50.0,1,8950.678122
-50.0,1,8950.67819
-50.0,1,8952.452074
-32.0,1,8952.452129
-50.0,1,8953.816065
-50.0,1,8953.81614
-50.0,1,8956.491606
-50.0,1,8957.695654
-41.0,2,8957.695709
