#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-50.0,1,8959.134444
-50.0,1,8959.134503
-50.0,1,8961.439904
-50.0,1,8962.495804
-44.0,2,8962.495861
-50.0,1,8964.248092
-35.0,2,8966.10483
-29.0,1,8968.302872
-2.0,2,8968.302929
-50.0,1,8970.401599
-50.0,1,8971.672944
-38.0,2,8971.673023
-50.0,1,8973.82803
-50.0,1,8973.828115
-50.0,1,8975.506554
-50.0,1,8975.506632
-50.0,1,8976.832326
-50.0,1,8976.832385
-50.0,1,8978.709162
-50.0,1,8978.709238
-50.0,1,8980.319816
-50.0,1,8980.319906
-32.0,1,8982.403333
-50.0,1,8982.403425
-50.0,1,8984.516598
-50.0,1,8984.516684
-50.0,1,8985.821068
-50.0,1,8985.821126
-50.0,1,8987.026767
-50.0,1,8987.026835
-50.0,1,8988.77
-32.0,1,8988.770056
-50.0,1,8989.879372
-50.0,1,8989.879429
-50.0,1,8990.997983
-50.0,1,8990.998041
-50.0,1,8992.741488
-32.0,1,8992.741547
-50.0,1,8995.607217
-50.0,2,8996.678996
-50.0,1,8996.679057
-50.0,1,8997.794964
-50.0,1,8997.795021
-50.0,1,8998.943047
-50.0,1,8998.943105
-50.0,1,9000.069084
-50.0,1,9000.069141
-50.0,1,9001.811276
-38.0,2,9003.620245
-50.0,1,9005.367762
-2.0,2,9005.367834
-50.0,1,9006.480538
-50.0,1,9006.480592
-50.0,1,9008.020841
-50.0,1,9008.020938
-50.0,1,9010.066111
-50.0,1,9010.066211
-32.0,1,9012.151702
-50.0,1,9012.151761
-50.0,1,9014.004597
-50.0,1,9014.004719
-50.0,1,9016.835231
-50.0,1,9018.636392
-41.0,2,9018.636456
-50.0,1,9020.76672
-29.0,1,9020.766822
-50.0,1,9022.605666
-50.0,1,9022.605731
-32.0,1,9024.297356
-50.0,1,9024.297411
-50.0,1,9025.418278
-50.0,1,9025.418334
-50.0,1,9026.545231
-50.0,1,9026.545288
-50.0,1,9027.621371
-50.0,1,9027.621433
-50.0,1,9029.313225
-35.0,2,9031.008919
-32.0,1,9031.008982
-50.0,1,9032.1301
-50.0,1,9032.130157
-50.0,1,9033.252531
-50.0,1,9033.25259
-50.0,1,9034.971264
-32.0,1,9036.630178
-38.0,2,9036.630234
-50.0,1,9037.768883
-50.0,1,9037.768943
-50.0,1,9038.864005
-50.0,1,9038.864061
-32.0,1,9041.237086
-50.0,1,9042.331874
-38.0,2,9042.331928
-50.0,1,9044.071746
-50.0,1,9045.117268
-35.0,2,9045.117342
-50.0,1,9046.227239
-50.0,1,9046.227299
-50.0,1,9047.352235
-50.0,1,9047.352292
-50.0,1,9049.485374
-50.0,1,9051.215942
-44.0,2,9051.215997
-50.0,1,9052.398679
-50.0,1,9052.398756
-32.0,1,9054.75554
-35.0,2,9055.904625
-50.0,1,9055.904748
-32.0,1,9057.575114
-50.0,1,9057.57517
-50.0,1,9058.716748
-50.0,1,9058.716821
-50.0,1,9060.418781
-29.0,1,9060.418843
-50.0,1,9061.575793
-50.0,1,9061.575847
-50.0,1,9063.285229
-35.0,2,9064.43
-50.0,1,9064.430058
-32.0,1,9066.178993
-50.0,1,9066.179055
-50.0,1,9068.011089
-50.0,1,9069.162641
-38.0,2,9069.162698
-50.0,1,9070.31138
-50.0,1,9070.311444
-50.0,1,9071.480396
-50.0,1,9071.480454
-50.0,1,9072.625852
-50.0,1,9072.625908
-50.0,1,9073.872997
-50.0,1,9073.873052
-32.0,1,9076.467965
-2.0,2,9079.38699
-50.0,1,9079.387051
-50.0,1,9081.293501
-50.0,1,9081.293603
-35.0,1,9083.630039
-50.0,1,9083.630096
-50.0,1,9084.758143
-50.0,1,9084.758198
-50.0,1,9086.499833
-32.0,1,9086.49989
-50.0,1,9087.612345
-50.0,1,9087.612411
-50.0,1,9089.399662
-29.0,1,9089.399719
-50.0,1,9090.580074
-50.0,1,9090.580149
-50.0,1,9092.626152
-50.0,1,9093.752586
-44.0,2,9093.75264
-50.0,1,9095.037308
-50.0,1,9095.037381
-50.0,1,9096.223534
-50.0,1,9096.22359
-50.0,1,9097.381389
-50.0,1,9097.381443
-50.0,1,9098.510325
-50.0,1,9098.510375
-50.0,1,9099.630298
-50.0,1,9099.630349
-50.0,1,9101.927605
-50.0,1,9103.170746
-44.0,2,9103.170808
-50.0,1,9104.316169
-50.0,1,9104.316228
-50.0,1,9106.159784
-50.0,1,9107.824742
-2.0,2,9107.8248
-50.0,1,9109.580801
-38.0,2,9111.925208
-44.0,2,9113.637574
-32.0,1,9113.637638
-50.0,1,9115.469449
-2.0,2,9117.685146
-32.0,1,9119.479381
-35.0,2,9119.479438
-50.0,1,9120.574077
-50.0,1,9120.574135
-50.0,1,9122.280483
-35.0,2,9123.268124
-50.0,1,9123.268195
-50.0,1,9125.601723
-32.0,1,9125.601805
-32.0,1,9127.643018
-50.0,1,9127.643076
-50.0,1,9128.770589
-50.0,1,9128.770656
-50.0,1,9130.561181
-32.0,1,9130.561237
-32.0,1,9133.282066
-50.0,1,9133.282122
-50.0,1,9134.476543
-50.0,1,9134.476601
-50.0,1,9135.631976
-50.0,1,9135.632031
-50.0,1,9136.76971
-50.0,1,9136.769771
-32.0,1,9138.488529
-50.0,1,9138.488592
-50.0,1,9139.609837
-50.0,1,9139.609893
-32.0,1,9141.377508
-50.0,1,9141.377573
-50.0,1,9142.515573
-50.0,1,9142.51563
-50.0,1,9143.676906
-50.0,1,9143.676963
-50.0,1,9144.848492
-50.0,1,9144.848559
-50.0,1,9146.666114
-32.0,1,9146.666192
-32.0,1,9148.562836
-50.0,1,9148.562934
-50.0,1,9149.913254
-50.0,1,9149.913318
-50.0,1,9151.609499
-32.0,1,9151.609555
-50.0,1,9152.748908
-50.0,1,9152.748973
-50.0,1,9153.89485
-50.0,1,9153.894915
-50.0,1,9155.024379
-50.0,1,9155.024436
-50.0,1,9156.171496
-50.0,1,9156.171554
-50.0,1,9157.40601
-50.0,1,9157.406098
-32.0,1,9159.442153
-50.0,1,9159.442236
-50.0,1,9160.82366
-50.0,1,9160.823713
-50.0,1,9162.064551
-50.0,1,9162.064634
-50.0,1,9163.241974
-50.0,1,9163.242031
-50.0,1,9164.503452
-50.0,1,9164.503525
-32.0,1,9166.444822
-50.0,1,9166.444881
-50.0,1,9167.639845
-50.0,1,9167.639911
-50.0,1,9169.655441
-32.0,1,9169.655499
-50.0,1,9170.921965
-50.0,1,9170.922047
-50.0,1,9172.72148
-50.0,1,9172.721579
-50.0,1,9174.529173
-50.0,1,9174.529231
-50.0,1,9175.828815
-50.0,1,9175.828888
-50.0,1,9177.038845
-50.0,1,9177.0389
-50.0,1,9178.134953
-50.0,1,9178.135011
-50.0,1,9179.431528
-50.0,1,9179.431587
-50.0,1,9181.117038
-50.0,1,9181.117129
-50.0,1,9182.536374
-50.0,1,9182.536477
-50.0,1,9184.4671
-50.0,1,9184.467197
-32.0,1,9186.199976
-50.0,1,9186.200032
-50.0,1,9187.330313
-50.0,1,9187.33038
-50.0,1,9189.080243
-35.0,2,9190.887529
-32.0,1,9190.887609
-32.0,1,9192.806284
-50.0,1,9192.806348
-50.0,1,9194.230835
-50.0,1,9194.230902
-50.0,1,9195.801444
-50.0,1,9195.801504
-50.0,1,9196.965091
-50.0,1,9196.965146
-50.0,1,9198.85153
-38.0,2,9200.032236
-50.0,1,9200.032296
-50.0,1,9201.241958
-50.0,1,9201.242015
-50.0,1,9202.385615
-50.0,1,9202.385677
-50.0,1,9203.556103
-50.0,1,9203.55617
-50.0,1,9204.70182
-50.0,1,9204.701874
-50.0,1,9205.820275
-50.0,1,9205.820331
-50.0,1,9207.116367
-50.0,1,9207.116422
-50.0,1,9208.339991
-50.0,1,9208.340056
-50.0,1,9209.540804
-50.0,1,9209.540863
-50.0,1,9210.681137
-50.0,1,9210.681244
-50.0,1,9211.964824
-50.0,1,9211.964879
-50.0,1,9213.112119
-50.0,1,9213.112184
-50.0,1,9214.242769
-50.0,1,9214.242823
-50.0,1,9215.410945
-50.0,1,9215.411002
-50.0,1,9216.503444
-50.0,1,9216.5035
-50.0,1,9217.623701
-50.0,1,9217.623762
-50.0,1,9218.829352
-50.0,1,9218.829409
-50.0,1,9220.140018
-50.0,1,9220.140091
-50.0,1,9221.528374
-50.0,1,9221.528433
-50.0,1,9223.289241
-32.0,1,9223.289299
-50.0,1,9224.450514
-50.0,1,9224.450572
-50.0,1,9226.193189
-50.0,1,9227.332236
-38.0,2,9227.332301
-50.0,1,9229.278712
-50.0,1,9230.41239
-35.0,2,9230.412453
-32.0,1,9232.257413
-50.0,1,9232.257474
-50.0,1,9233.638752
-50.0,1,9233.63881
-32.0,1,9236.091722
-32.0,1,9236.091779
-50.0,1,9237.299113
-50.0,1,9237.299175
-32.0,1,9239.320549
-50.0,1,9239.320649
-50.0,1,9241.214327
-50.0,1,9241.21442
-50.0,1,9243.308556
-50.0,1,9243.308648
-32.0,1,9246.250694
-29.0,1,9246.250793
-50.0,1,9248.274684
-50.0,1,9248.274755
-50.0,1,9250.178254
-50.0,1,9250.178309
-50.0,1,9252.226629
-44.0,2,9253.503027
-50.0,1,9253.503082
-50.0,1,9254.686425
-50.0,1,9254.686487
-32.0,1,9256.36659
-50.0,1,9256.366667
-50.0,1,9257.526255
-50.0,1,9257.52631
-50.0,1,9259.219342
-29.0,1,9259.219398
-50.0,1,9261.046005
-2.0,2,9262.817991
-50.0,1,9262.818135
-50.0,1,9263.944812
-50.0,1,9263.944869
-50.0,1,9265.08289
-50.0,1,9265.082957
-50.0,1,9266.747957
-29.0,1,9266.748014
-50.0,1,9267.904663
-50.0,1,9267.904724
-50.0,1,9269.003697
-50.0,1,9269.003754
-50.0,1,9270.123707
-50.0,1,9270.123766
-50.0,1,9271.279009
-50.0,1,9271.279063
-50.0,1,9272.559556
-50.0,1,9272.559614
-32.0,1,9274.830307
-32.0,1,9274.830369
-50.0,1,9276.048599
-50.0,1,9276.048668
-50.0,1,9277.262377
-50.0,1,9277.26244
-50.0,1,9278.401989
-50.0,1,9278.402048
-50.0,1,9279.602224
-50.0,1,9279.602282
-50.0,1,9280.748467
-50.0,1,9280.74852
-50.0,1,9281.90517
-50.0,1,9281.905226
-50.0,1,9283.046016
-50.0,1,9283.046076
-50.0,1,9284.21144
-50.0,1,9284.211533
-50.0,1,9285.420565
-50.0,1,9285.420622
-50.0,1,9286.560066
-50.0,1,9286.560124
-50.0,1,9287.683779
-50.0,1,9287.683836
-50.0,1,9288.836839
-50.0,1,9288.836894
-50.0,1,9290.024695
-50.0,1,9290.024754
-50.0,1,9291.172656
-50.0,1,9291.172713
-50.0,1,9292.338675
-50.0,1,9292.338729
-50.0,1,9293.471842
-50.0,1,9293.471895
-50.0,1,9294.574161
-50.0,1,9294.57422
-50.0,1,9295.713925
-50.0,1,9295.713989
-50.0,1,9297.455507
-35.0,2,9298.54657
-50.0,1,9298.546626
-50.0,1,9299.681648
-50.0,1,9299.681725
-32.0,1,9301.369335
-50.0,1,9301.369392
-50.0,1,9302.499259
-50.0,1,9302.499315
-50.0,1,9303.595968
-50.0,1,9303.596023
-32.0,1,9305.248027
-50.0,1,9305.24809
-50.0,1,9306.580385
-50.0,1,9306.580466
-32.0,1,9309.101517
-32.0,1,9309.101573
-50.0,1,9310.293722
-50.0,1,9310.293781
-50.0,1,9311.464146
-50.0,1,9311.464205
-32.0,1,9313.255435
-50.0,1,9313.255495
-50.0,1,9314.389562
-50.0,1,9314.389618
-50.0,1,9315.525431
-50.0,1,9315.525487
-50.0,1,9316.68569
-50.0,1,9316.685757
-50.0,1,9317.791989
-50.0,1,9317.792044
-50.0,1,9318.919308
-50.0,1,9318.919377
-50.0,1,9320.656504
-50.0,1,9321.781346
-35.0,2,9321.781401
-50.0,1,9322.921095
-50.0,1,9322.921154
-29.0,1,9324.668566
-50.0,1,9324.668625
-50.0,1,9326.547172
-50.0,1,9328.185021
-2.0,2,9328.185088
-50.0,1,9330.253882
-32.0,1,9330.253939
-50.0,1,9331.462786
-50.0,1,9331.462841
-50.0,1,9332.583206
-50.0,1,9332.583263
-50.0,1,9333.700955
-50.0,1,9333.701024
-50.0,1,9334.830198
-50.0,1,9334.830255
-50.0,1,9335.976273
-50.0,1,9335.976336
-50.0,1,9337.118336
-50.0,1,9337.118393
-50.0,1,9338.282825
-50.0,1,9338.282882
-50.0,1,9339.472078
-50.0,1,9339.472133
-50.0,1,9340.616724
-50.0,1,9340.616778
-50.0,1,9341.988
-50.0,1,9341.988113
-50.0,1,9343.986235
-50.0,1,9343.986285
-50.0,1,9345.208143
-50.0,1,9345.208227
-50.0,1,9346.703621
-50.0,1,9346.703681
-50.0,1,9347.850376
-50.0,1,9347.85045
-50.0,1,9348.961205
-50.0,1,9348.961251
-50.0,1,9350.148111
-50.0,1,9350.148168
-50.0,1,9352.01937
-32.0,1,9352.019428
-50.0,1,9353.254791
-50.0,1,9353.25485
-50.0,1,9354.428032
-50.0,1,9354.428089
-50.0,1,9355.534546
-50.0,1,9355.534619
-50.0,1,9357.270783
-32.0,1,9357.270849
-50.0,1,9358.392016
-50.0,1,9358.39208
-50.0,1,9360.668273
-50.0,1,9361.746952
-44.0,2,9361.747007
-50.0,1,9362.915124
-50.0,1,9362.91519
-50.0,1,9364.052443
-50.0,1,9364.052509
-50.0,1,9365.168771
-50.0,1,9365.168843
-50.0,1,9366.354038
-50.0,1,9366.354102
-50.0,1,9367.465982
-50.0,1,9367.466034
-50.0,1,9368.597136
-50.0,1,9368.597196
-50.0,1,9370.405185
-32.0,1,9370.405244
-50.0,1,9371.58817
-50.0,1,9371.588227
-50.0,1,9372.719851
-50.0,1,9372.719908
-50.0,1,9374.519778
-32.0,1,9374.519837
-50.0,1,9375.656959
-50.0,1,9375.657016
-50.0,1,9376.783039
-50.0,1,9376.783105
-50.0,1,9378.059834
-50.0,1,9378.059919
-50.0,1,9379.968989
-50.0,1,9379.969044
-50.0,1,9381.915445
-50.0,1,9381.915501
-50.0,1,9383.899162
-50.0,1,9383.899285
-50.0,1,9385.955095
-50.0,1,9385.955185
-50.0,1,9389.550577
-50.0,1,9391.496209
-44.0,2,9391.496306
-50.0,1,9393.226078
-50.0,1,9393.226136
-50.0,1,9395.289603
-2.0,2,9399.073145
-50.0,2,9400.179382
-50.0,1,9400.179445
-50.0,1,9401.315903
-50.0,1,9401.31596
-32.0,1,9403.105871
-50.0,1,9403.105928
-50.0,1,9405.123934
-35.0,1,9405.124
-50.0,1,9406.712904
-50.0,1,9406.712959
-50.0,1,9407.89721
-50.0,1,9407.897261
-50.0,1,9409.149951
-50.0,1,9409.150034
-50.0,1,9410.43423
-50.0,1,9410.434297
-50.0,1,9411.676848
-50.0,1,9411.676907
-50.0,1,9412.961555
-50.0,1,9412.961645
-50.0,1,9414.269321
-50.0,1,9414.269379
-50.0,1,9415.490581
-50.0,1,9415.490645
-50.0,1,9416.747907
-50.0,1,9416.747999
-50.0,1,9417.900037
-50.0,1,9417.900119
-50.0,1,9419.185833
-50.0,1,9419.185886
-50.0,1,9421.348518
-32.0,1,9421.348576
-50.0,1,9422.675927
-50.0,1,9422.675983
-50.0,1,9423.953842
-50.0,1,9423.953897
-50.0,1,9425.121583
-50.0,1,9425.121639
-50.0,1,9426.280292
-50.0,1,9426.280348
-32.0,1,9428.028259
-50.0,1,9428.028319
-50.0,1,9429.202722
-50.0,1,9429.202769
-50.0,1,9430.37875
-50.0,1,9430.378808
-50.0,1,9431.625974
-50.0,1,9431.626034
-50.0,1,9432.827467
-50.0,1,9432.827524
-50.0,1,9434.919518
-32.0,1,9434.919576
-50.0,1,9436.048402
-50.0,1,9436.048458
-50.0,1,9437.268953
-50.0,1,9437.269008
-50.0,1,9438.462097
-50.0,1,9438.462168
-50.0,1,9440.73694
-32.0,1,9442.817141
-44.0,2,9442.817243
-50.0,1,9444.883861
-32.0,1,9444.883962
-50.0,1,9448.286969
-38.0,1,9448.28702
-50.0,1,9450.291055
-32.0,1,9450.291105
-50.0,1,9451.460843
-50.0,1,9451.46091
-50.0,1,9452.623756
-50.0,1,9452.623856
-50.0,1,9453.818658
-50.0,1,9453.818717
-50.0,1,9454.98608
-50.0,1,9454.986139
-50.0,1,9456.181282
-50.0,1,9456.18134
-50.0,1,9458.02715
-38.0,2,9459.221551
-50.0,1,9459.221612
-32.0,1,9460.97161
-50.0,1,9460.971665
-50.0,1,9462.163331
-50.0,1,9462.163387
-50.0,1,9463.354012
-50.0,1,9463.354077
-50.0,1,9464.527781
-50.0,1,9464.527839
-50.0,1,9465.678035
-50.0,1,9465.678098
-50.0,1,9466.855628
-50.0,1,9466.855695
-35.0,1,9470.084576
-50.0,1,9470.084673
-50.0,1,9473.010471
-47.0,2,9474.129461
-50.0,1,9474.129518
-50.0,1,9475.21563
-50.0,1,9475.215691
-50.0,1,9476.346843
-50.0,1,9476.346897
-50.0,1,9477.483224
-50.0,1,9477.483284
-50.0,1,9478.708196
-50.0,1,9478.708252
-32.0,1,9480.455404
-50.0,1,9480.455461
-50.0,1,9482.120659
-32.0,1,9482.120718
-32.0,1,9483.895807
-50.0,1,9483.895873
-50.0,1,9485.143713
-50.0,1,9485.143773
-32.0,1,9487.015915
-50.0,1,9487.015973
-50.0,1,9488.164305
-50.0,1,9488.164368
-50.0,1,9489.407538
-50.0,1,9489.407591
-50.0,1,9491.18516
-50.0,1,9491.185231
-50.0,1,9492.440216
-50.0,1,9492.440273
-50.0,1,9493.628945
-50.0,1,9493.628997
-50.0,1,9494.817362
-50.0,1,9494.817421
-50.0,1,9495.982831
-50.0,1,9495.98289
-50.0,1,9497.796796
-32.0,1,9497.796852
-50.0,1,9498.951258
-50.0,1,9498.951321
-50.0,1,9500.132253
-50.0,1,9500.132316
-32.0,1,9501.973859
-50.0,1,9501.973917
-50.0,1,9503.277821
-50.0,1,9503.277878
-50.0,1,9504.505601
-50.0,1,9504.505655
-50.0,1,9505.748127
-50.0,1,9505.74819
-50.0,1,9506.95038
-50.0,1,9506.95044
-50.0,1,9508.743185
-38.0,2,9509.905206
-50.0,1,9509.905261
-32.0,1,9511.689791
-50.0,1,9511.689848
-50.0,1,9512.823988
-50.0,1,9512.824044
-50.0,1,9513.974904
-50.0,1,9513.974976
-50.0,1,9515.11008
-50.0,1,9515.110141
-32.0,1,9516.80731
-50.0,1,9516.807366
-50.0,1,9517.962523
-50.0,1,9517.962583
-35.0,1,9519.939842
-50.0,1,9519.93991
-50.0,1,9521.649604
-32.0,1,9521.64966
-50.0,1,9522.753259
-50.0,1,9522.753314
-50.0,1,9524.753073
-44.0,2,9525.790341
-50.0,1,9525.790397
-50.0,1,9526.900901
-50.0,1,9526.90096
-50.0,1,9528.035653
-50.0,1,9528.035712
-50.0,1,9529.113444
-50.0,1,9529.113492
-50.0,1,9530.202808
-50.0,1,9530.202863
-50.0,1,9531.295698
-50.0,1,9531.295754
-50.0,1,9533.046552
-29.0,1,9533.046612
-50.0,1,9534.138352
-50.0,1,9534.138409
-50.0,1,9535.239515
-50.0,1,9535.239572
-50.0,1,9536.356934
-50.0,1,9536.35699
-50.0,1,9537.496224
-50.0,1,9537.496278
-50.0,1,9538.649725
-50.0,1,9538.649783
-50.0,1,9539.75801
-50.0,1,9539.758067
-50.0,1,9540.83503
-50.0,1,9540.835088
-50.0,1,9542.989673
-44.0,2,9544.103871
-50.0,1,9544.103929
-50.0,1,9545.17809
-50.0,1,9545.178148
-50.0,1,9546.281823
-50.0,1,9546.281886
-50.0,1,9547.411392
-50.0,1,9547.41144
-50.0,1,9548.585492
-50.0,1,9548.585544
-50.0,1,9549.717611
-50.0,1,9549.717683
-50.0,1,9551.093429
-50.0,1,9551.093487
-50.0,1,9552.845414
-50.0,1,9553.996851
-35.0,2,9553.996915
-50.0,1,9555.74236
-32.0,1,9555.742417
-50.0,1,9556.878689
-50.0,1,9556.878745
-50.0,1,9558.009987
-50.0,1,9558.010055
-50.0,1,9559.157427
-50.0,1,9559.157492
-50.0,1,9560.386199
-50.0,1,9560.386263
-50.0,1,9561.567244
-50.0,1,9561.56731
-50.0,1,9563.419851
-32.0,1,9563.419907
-50.0,1,9564.615421
-50.0,1,9564.61549
-50.0,1,9565.834278
-50.0,1,9565.834354
-50.0,1,9566.981945
-50.0,1,9566.982002
-50.0,1,9568.252591
-50.0,1,9568.25264
-32.0,1,9570.227241
-50.0,1,9570.227309
-50.0,1,9571.429451
-50.0,1,9571.429517
-32.0,1,9573.718862
-50.0,1,9573.718944
-50.0,1,9575.932152
-50.0,1,9575.932236
-50.0,1,9578.827775
-8.0,2,9581.490824
-50.0,1,9581.49089
-32.0,1,9583.839323
-50.0,1,9583.839381
-50.0,1,9585.408225
-50.0,1,9585.408314
-50.0,1,9587.284633
-32.0,1,9587.284689
-50.0,1,9588.48676
-50.0,1,9588.486828
-50.0,1,9589.609453
-50.0,1,9589.609521
-50.0,1,9590.732001
-50.0,1,9590.732062
-50.0,1,9591.91294
-50.0,1,9591.912996
-50.0,1,9593.552449
-38.0,2,9594.643569
-50.0,1,9594.643625
-50.0,1,9595.756351
-50.0,1,9595.756407
-32.0,1,9597.477461
-50.0,1,9597.477521
-50.0,1,9598.763088
-50.0,1,9598.763148
-50.0,1,9601.01529
-32.0,1,9602.652313
-44.0,2,9602.652373
-50.0,1,9604.373297
-50.0,1,9604.373395
-50.0,1,9606.454843
-50.0,1,9606.454913
-50.0,1,9608.233687
-50.0,1,9608.233787
-50.0,1,9609.824223
-50.0,1,9609.824283
-50.0,1,9611.852929
-32.0,1,9611.852986
-50.0,1,9613.640768
-50.0,1,9613.640822
-50.0,1,9615.805933
-50.0,1,9615.806028
-50.0,1,9617.769819
-50.0,1,9617.769876
-50.0,1,9619.574477
-50.0,1,9619.574542
-50.0,1,9621.498108
-50.0,1,9621.498166
-32.0,1,9624.002493
-50.0,1,9624.002598
-50.0,1,9625.829332
-50.0,1,9625.82944
-50.0,1,9628.150118
-50.0,1,9629.55885
-44.0,2,9629.558937
-50.0,1,9631.547645
-50.0,1,9631.547745
-50.0,1,9634.839607
-35.0,1,9634.839699
-50.0,1,9637.40967
-29.0,1,9637.409763
-32.0,1,9639.332237
-50.0,1,9639.332295
-50.0,1,9640.453788
-50.0,1,9640.453846
-50.0,1,9642.273551
-2.0,2,9643.89797
-50.0,1,9643.898026
-50.0,1,9645.021069
-50.0,1,9645.021124
-50.0,1,9646.184092
-50.0,1,9646.18415
-50.0,1,9647.331466
-50.0,1,9647.331522
-50.0,1,9648.478028
-50.0,1,9648.4781
-50.0,1,9649.797882
-50.0,1,9649.797944
-50.0,1,9651.759501
-50.0,1,9653.418817
-2.0,2,9653.418887
-32.0,1,9655.250212
-50.0,1,9655.250285
-50.0,1,9656.443528
-50.0,1,9656.443588
-50.0,1,9657.668154
-50.0,1,9657.668213
-50.0,1,9658.920293
-50.0,1,9658.920351
-32.0,1,9660.827714
-50.0,1,9660.827772
-50.0,1,9662.725963
-50.0,1,9664.203647
-38.0,2,9664.203711
-50.0,1,9665.802807
-32.0,1,9665.802865
-50.0,1,9668.216509
-44.0,2,9669.836966
-50.0,1,9669.837019
-50.0,1,9671.473715
-50.0,1,9671.473773
-32.0,1,9673.307346
-50.0,1,9673.307402
-50.0,1,9674.481839
-50.0,1,9674.481895
-50.0,1,9675.9668
-50.0,1,9675.966898
-50.0,1,9677.974903
-50.0,1,9677.974973
-50.0,1,9679.354798
-50.0,1,9679.354856
-50.0,1,9681.115031
-32.0,1,9681.115083
-50.0,1,9682.314944
-50.0,1,9682.31501
-50.0,1,9683.518284
-50.0,1,9683.518348
-50.0,1,9684.699616
-50.0,1,9684.699673
-50.0,1,9685.895125
-50.0,1,9685.89518
-50.0,1,9687.998117
-44.0,2,9689.5349
-50.0,1,9689.534969
-50.0,1,9691.031079
-50.0,1,9691.031168
-50.0,1,9692.832945
-50.0,1,9692.833003
-50.0,1,9694.577276
-35.0,1,9694.577346
-50.0,1,9695.729259
-50.0,1,9695.729317
-50.0,1,9696.803453
-50.0,1,9696.803508
-50.0,1,9697.900141
-50.0,1,9697.900198
-32.0,1,9699.574851
-50.0,1,9699.574908
-50.0,1,9700.699142
-50.0,1,9700.699212
-50.0,1,9701.897298
-50.0,1,9701.897353
-50.0,1,9703.047373
-50.0,1,9703.047436
-50.0,1,9704.354563
-50.0,1,9704.35462
-50.0,1,9705.445931
-50.0,1,9705.445992
-50.0,1,9706.614009
-50.0,1,9706.614065
-50.0,1,9707.697825
-50.0,1,9707.69788
-50.0,1,9708.848937
-50.0,1,9708.848994
-50.0,1,9709.976102
-50.0,1,9709.976153
-50.0,1,9711.109522
-50.0,1,9711.10957
-50.0,1,9713.169896
-44.0,2,9714.343971
-50.0,1,9714.344027
-50.0,1,9715.972407
-10.0,2,9718.154075
-50.0,1,9718.154133
-50.0,1,9719.349449
-50.0,1,9719.349506
-50.0,1,9720.496812
-50.0,1,9720.496879
-50.0,1,9721.644875
-50.0,1,9721.644938
-50.0,1,9722.811157
-50.0,1,9722.811212
-50.0,1,9723.969961
-50.0,1,9723.970026
-50.0,1,9725.234906
-50.0,1,9725.234963
-50.0,1,9726.692139
-50.0,1,9726.692219
-50.0,1,9727.905487
-50.0,1,9727.905543
-50.0,1,9729.032265
-50.0,1,9729.032322
-50.0,1,9730.362875
-50.0,1,9730.362935
-50.0,1,9731.609332
-50.0,1,9731.609399
-50.0,1,9732.734026
-50.0,1,9732.734085
-50.0,1,9733.861343
-50.0,1,9733.861415
-50.0,1,9735.003029
-50.0,1,9735.003086
-50.0,1,9736.128456
-50.0,1,9736.128524
-50.0,1,9737.332498
-50.0,1,9737.332557
-50.0,1,9739.089925
-50.0,1,9740.218945
-35.0,2,9740.219
-50.0,1,9742.047
-50.0,1,9743.622304
-2.0,2,9743.622367
-50.0,1,9745.3952
-32.0,1,9745.39526
-50.0,1,9746.503347
-50.0,1,9746.50341
-50.0,1,9747.621493
-50.0,1,9747.621549
-50.0,1,9748.724183
-50.0,1,9748.72425
-50.0,1,9749.873638
-50.0,1,9749.873691
-50.0,1,9751.518267
-32.0,1,9751.518327
-50.0,1,9752.921735
-50.0,1,9752.921791
-32.0,1,9754.664111
-50.0,1,9754.664167
-50.0,1,9755.843047
-50.0,1,9755.843103
-50.0,1,9757.563452
-50.0,1,9758.591938
-35.0,2,9758.592
-50.0,1,9759.701774
-50.0,1,9759.701831
-50.0,1,9761.530086
-32.0,1,9761.530143
-50.0,1,9763.308707
-50.0,1,9763.308769
-50.0,1,9765.316572
-50.0,1,9765.316666
-50.0,1,9767.409508
-50.0,1,9767.40957
-50.0,1,9769.134138
-50.0,1,9769.13424
-50.0,1,9771.499338
-8.0,2,9773.310717
-50.0,1,9773.310775
-32.0,1,9775.010792
-50.0,1,9775.010859
-50.0,1,9776.12261
-50.0,1,9776.122667
-50.0,1,9777.861045
-32.0,1,9777.861104
-50.0,1,9778.9699
-50.0,1,9778.969957
-50.0,1,9780.083788
-50.0,1,9780.083845
-50.0,1,9781.924178
-50.0,1,9783.595589
-2.0,2,9783.595649
-50.0,1,9785.306048
-32.0,1,9785.306118
-50.0,1,9786.412172
-50.0,1,9786.412238
-50.0,1,9787.537194
-50.0,1,9787.537253
-50.0,1,9788.66835
-50.0,1,9788.668413
-50.0,1,9789.849331
-50.0,1,9789.849389
-50.0,1,9790.97151
-50.0,1,9790.971567
-50.0,1,9792.105806
-50.0,1,9792.105858
-50.0,1,9793.253651
-50.0,1,9793.253707
-50.0,1,9794.365854
-50.0,1,9794.365913
-50.0,1,9795.510683
-50.0,1,9795.510743
-50.0,1,9796.657419
-50.0,1,9796.657475
-50.0,1,9797.803004
-50.0,1,9797.803076
-50.0,1,9799.536187
-32.0,1,9799.536243
-50.0,1,9801.284643
-35.0,2,9803.182454
-32.0,1,9803.182535
